Transaction_ID,Transacton_Amt (USD),Merchant Category,Card Type,Authentication Method,Transaction Mode,Device Type,Is Foreign Transaction,Hours Since Last Transaction,Transactions Count (last 24hrs),Distance from home (Km),Card Age (Months),Customer Age,Customer Age Group,Account Balance (USD),New Merchant,VPN Used,IP Country Mismatch,Billing & Shipping Mismatch,CVV Retry Count,Velocity Score,Time of Day,Day of Week,AI Scam Attempt,Merchant Risk Score,Merchant Risk Level,Previous Disputes,Fraud Status
16730,170.83,Gift Cards,Visa,PIN,Online,Android Phone,No,1-6 Hours,4,7.22,2–5 Years,60,46-60,1721.31,No,No,No,No,0,28.9,Morning (6 AM - 12 PM),Friday,Yes,77.5,High,1,Genuine
16731,112.93,Gaming,Amex,3D Secure,Contactless,Android Phone,No,1-6 Hours,5,6.2,2–5 Years,60,46-60,885.93,Yes,No,No,No,1,14.1,Afternoon (12 PM - 5 PM),Tuesday,No,56,Medium,0,Genuine
16732,150.89,Crypto Exchange,Visa,OTP,In-App,Android Phone,No,1-6 Hours,3,8.58,2–5 Years,27,26-35,13489.03,Yes,No,No,No,0,26.7,Afternoon (12 PM - 5 PM),Wednesday,No,49.8,Medium,0,Genuine
16733,89.3,Restaurants,Visa,3D Secure,Online,Android Phone,No,1-6 Hours,5,3.38,2–5 Years,44,36-45,222.16,No,Yes,No,Yes,0,20.4,Morning (6 AM - 12 PM),Tuesday,No,26.1,Low,0,Genuine
16734,131.39,Restaurants,Visa,Biometric,POS,Android Phone,No,6-12 Hours,0,54.12,2–5 Years,35,26-35,3283.15,No,No,No,No,1,0.9,Early Morning (12 AM - 6 AM),Monday,No,24.1,Low,1,Genuine
16735,125.91,Groceries,Visa,OTP,Contactless,Android Phone,Yes,6-12 Hours,4,42.47,2–5 Years,46,46-60,889.59,No,Yes,No,No,0,2.3,Early Morning (12 AM - 6 AM),Friday,No,25,Low,1,Genuine
16736,205.12,Electronics,RuPay,PIN,POS,POS Terminal,No,1-6 Hours,4,7.93,2–5 Years,46,46-60,2236.98,No,No,No,No,1,25.1,Night (9 PM - 12 AM),Wednesday,No,62.1,High,0,Genuine
16737,32.29,Online Retail,Visa,Biometric,ATM,Android Phone,No,1-6 Hours,2,54.54,2–5 Years,72,61+,930.78,No,No,No,No,1,0,Morning (6 AM - 12 PM),Sunday,No,29.7,Low,0,Genuine
16738,56.83,Online Retail,Mastercard,3D Secure,ATM,Windows PC,No,1-2 Days,2,14.85,2–5 Years,42,36-45,4242.68,Yes,No,No,No,0,27.5,Evening (5 PM - 9 PM),Thursday,No,38,Low,0,Genuine
16739,34.83,Groceries,Visa,OTP,Contactless,Windows PC,No,1-6 Hours,2,9,2–5 Years,48,46-60,527.58,No,Yes,No,No,0,13,Night (9 PM - 12 AM),Monday,No,31.4,Low,1,Genuine
16740,58.64,Groceries,RuPay,OTP,Online,Tablet,No,6-12 Hours,1,18.5,2–5 Years,24,18-25,329.34,No,No,No,No,0,16,Afternoon (12 PM - 5 PM),Thursday,No,37.8,Low,2,Genuine
16741,16.7,Fuel,Discover,No Authentication,In-App,iPhone,No,1-6 Hours,2,15.5,2–5 Years,69,61+,632.67,No,No,No,No,0,0,Morning (6 AM - 12 PM),Saturday,No,30,Low,0,Genuine
16742,226.57,Restaurants,Mastercard,Biometric,Contactless,iPhone,No,1-6 Hours,4,22.79,2–5 Years,58,46-60,2435.34,Yes,No,No,No,0,14.1,Early Morning (12 AM - 6 AM),Friday,No,33,Low,0,Genuine
16743,24.89,Restaurants,Mastercard,OTP,Contactless,Smart Watch,No,1-6 Hours,2,14.18,5+ Years,62,61+,1539.29,No,No,Yes,No,0,11.9,Morning (6 AM - 12 PM),Saturday,No,36.7,Low,1,Genuine
16744,28.33,Groceries,Visa,Biometric,Online,Smart Watch,No,6-12 Hours,5,18.61,2–5 Years,69,61+,1843.67,No,No,No,No,0,19.9,Afternoon (12 PM - 5 PM),Saturday,No,37.8,Low,0,Genuine
16745,677.14,Crypto Exchange,Visa,3D Secure,Contactless,POS Terminal,No,1-6 Hours,1,0.73,2–5 Years,79,61+,1554.11,No,No,No,No,0,9.3,Morning (6 AM - 12 PM),Monday,No,54.2,Medium,0,Genuine
16746,70.81,Groceries,Visa,Biometric,Online,Android Phone,No,6-12 Hours,5,40.99,2–5 Years,44,36-45,3279.01,No,No,No,No,0,18.3,Afternoon (12 PM - 5 PM),Wednesday,No,39.8,Low,0,Genuine
16747,375.14,Travel,Visa,PIN,In-App,iPhone,No,1-6 Hours,4,3.94,5+ Years,66,61+,1583.91,No,No,No,No,0,15.7,Afternoon (12 PM - 5 PM),Monday,No,52.1,Medium,1,Genuine
16748,9.96,Online Retail,RuPay,3D Secure,Online,Android Phone,No,1-2 Days,5,2.24,2–5 Years,67,61+,4010.58,Yes,No,No,No,0,6.6,Morning (6 AM - 12 PM),Monday,No,54.8,Medium,0,Genuine
16749,76.48,Online Retail,Discover,3D Secure,In-App,Windows PC,No,6-12 Hours,2,134.96,2–5 Years,71,61+,794.87,No,No,No,No,1,19.7,Early Morning (12 AM - 6 AM),Friday,No,24,Low,0,Genuine
16750,200.11,Gaming,Mastercard,OTP,Contactless,POS Terminal,No,1-6 Hours,6,2.77,2–5 Years,51,46-60,1061.32,Yes,No,No,No,0,36.4,Morning (6 AM - 12 PM),Thursday,No,28.3,Low,0,Genuine
16751,72.61,Healthcare,Mastercard,PIN,Online,Smart Watch,No,Within 1 Hour,5,2.3,2–5 Years,44,36-45,1872.14,No,No,No,No,1,47.5,Evening (5 PM - 9 PM),Thursday,No,34.2,Low,1,Genuine
16752,43.99,Streaming,Mastercard,PIN,ATM,Mac,No,6-12 Hours,5,23.44,2–5 Years,51,46-60,651.59,Yes,No,No,No,0,31.4,Afternoon (12 PM - 5 PM),Saturday,No,50,Medium,1,Genuine
16753,26.59,Groceries,Visa,PIN,In-App,iPhone,Yes,1-2 Days,2,63.45,2–5 Years,70,61+,1140.71,No,No,No,No,0,19.6,Night (9 PM - 12 AM),Sunday,No,54.6,Medium,0,Genuine
16754,214.52,Electronics,Mastercard,No Authentication,POS,Mac,No,12-24 Hours,3,68.08,2–5 Years,42,36-45,2345.31,No,No,No,No,0,13.6,Morning (6 AM - 12 PM),Tuesday,No,37.8,Low,0,Genuine
16755,23.62,Online Retail,Visa,3D Secure,ATM,POS Terminal,No,1-6 Hours,4,51,2–5 Years,33,26-35,4957.79,No,No,No,No,0,20.1,Evening (5 PM - 9 PM),Friday,No,53.4,Medium,0,Genuine
16756,149.4,Gaming,RuPay,OTP,In-App,POS Terminal,No,1-2 Days,10,32.42,2–5 Years,70,61+,1263.04,No,No,No,No,0,46.9,Night (9 PM - 12 AM),Monday,No,49.1,Medium,0,Genuine
16757,16.92,Healthcare,Discover,Biometric,Contactless,Android Phone,No,Within 1 Hour,0,62.76,2–5 Years,39,36-45,6959.82,No,No,No,No,0,14.6,Early Morning (12 AM - 6 AM),Saturday,No,24.2,Low,1,Genuine
16758,953.15,Crypto Exchange,Mastercard,3D Secure,Contactless,ATM Machine,No,Within 1 Hour,2,5.19,2–5 Years,47,46-60,1462.72,Yes,No,No,No,1,28.5,Early Morning (12 AM - 6 AM),Sunday,No,54.8,Medium,1,Genuine
16759,288.84,Groceries,Discover,OTP,Contactless,Windows PC,Yes,1-6 Hours,2,43.52,2–5 Years,40,36-45,1033.75,No,Yes,No,No,0,3.6,Afternoon (12 PM - 5 PM),Thursday,No,37.4,Low,0,Genuine
16760,608.35,Travel,Discover,OTP,POS,Windows PC,No,12-24 Hours,4,5.87,2–5 Years,21,18-25,1871.95,Yes,No,No,No,0,16,Early Morning (12 AM - 6 AM),Saturday,No,51.1,Medium,0,Genuine
16761,24.34,Online Retail,Mastercard,3D Secure,Contactless,Android Phone,No,2-7 Days,2,153.34,2–5 Years,27,26-35,4687.06,No,No,No,No,0,13.1,Morning (6 AM - 12 PM),Monday,No,41.9,Medium,0,Genuine
16762,85.71,Electronics,Amex,No Authentication,In-App,POS Terminal,No,1-6 Hours,4,3.24,2–5 Years,50,46-60,1027.92,Yes,No,No,No,0,30.6,Morning (6 AM - 12 PM),Thursday,No,56.3,Medium,0,Genuine
16763,19.81,Streaming,Discover,3D Secure,Contactless,Windows PC,No,12-24 Hours,2,3.31,2–5 Years,26,26-35,1115.36,Yes,No,No,No,0,19.9,Early Morning (12 AM - 6 AM),Tuesday,No,22.9,Low,0,Genuine
16764,295.09,Travel,Visa,OTP,Online,Windows PC,No,Within 1 Hour,3,17.27,2–5 Years,37,36-45,3942,Yes,Yes,No,No,0,29.7,Night (9 PM - 12 AM),Friday,No,33.5,Low,0,Genuine
16765,54.56,Gift Cards,Amex,PIN,Online,iPhone,No,1-6 Hours,4,28.31,2–5 Years,58,46-60,5623.25,No,Yes,No,No,1,6.9,Morning (6 AM - 12 PM),Saturday,No,61.6,High,0,Genuine
16766,12.08,Travel,Discover,3D Secure,POS,Android Phone,No,1-2 Days,4,20.5,2–5 Years,72,61+,2699.64,No,No,No,No,1,13.6,Evening (5 PM - 9 PM),Thursday,No,21.1,Low,0,Genuine
16767,84.38,Utilities,Amex,Biometric,POS,iPhone,No,1-6 Hours,1,7.17,2–5 Years,21,18-25,1577.21,No,No,No,No,0,0,Afternoon (12 PM - 5 PM),Tuesday,No,40.9,Medium,0,Genuine
16768,57.57,Utilities,Mastercard,3D Secure,In-App,Tablet,No,1-6 Hours,2,8.88,2–5 Years,39,36-45,1384.03,Yes,No,No,No,1,21.1,Evening (5 PM - 9 PM),Thursday,No,41.1,Medium,1,Genuine
16769,283.56,Electronics,Amex,PIN,POS,ATM Machine,No,Within 1 Hour,3,7.53,2–5 Years,51,46-60,4846.39,Yes,No,No,No,2,33,Afternoon (12 PM - 5 PM),Sunday,No,46.9,Medium,0,Genuine
16770,135.04,Travel,Mastercard,3D Secure,POS,POS Terminal,No,6-12 Hours,4,13.29,2–5 Years,28,26-35,4956.95,No,No,No,No,0,31,Morning (6 AM - 12 PM),Wednesday,No,34.7,Low,0,Genuine
16771,31.95,Groceries,Visa,Biometric,Online,Tablet,Yes,6-12 Hours,3,2.01,2–5 Years,22,18-25,4652.73,No,Yes,No,No,0,4.2,Early Morning (12 AM - 6 AM),Saturday,No,40.2,Medium,0,Genuine
16772,38.46,Healthcare,Mastercard,PIN,Online,Smart Watch,No,6-12 Hours,4,19.39,2–5 Years,54,46-60,1041.86,No,No,No,No,0,13.7,Morning (6 AM - 12 PM),Friday,No,24.8,Low,0,Genuine
16773,25.03,Online Retail,Visa,Biometric,Contactless,POS Terminal,No,Within 1 Hour,3,0.73,2–5 Years,40,36-45,4877.19,No,No,No,No,0,30,Morning (6 AM - 12 PM),Sunday,No,27.5,Low,1,Genuine
16774,8.95,Online Retail,Visa,No Authentication,Contactless,Android Phone,No,12-24 Hours,5,31.56,2–5 Years,47,46-60,640.67,No,No,No,No,0,16.3,Evening (5 PM - 9 PM),Monday,No,31.2,Low,0,Genuine
16775,32.94,Online Retail,Mastercard,No Authentication,Contactless,Android Phone,No,1-6 Hours,1,0.97,2–5 Years,44,36-45,977.18,Yes,No,No,No,0,24.8,Afternoon (12 PM - 5 PM),Tuesday,No,46.2,Medium,0,Genuine
16776,36.15,Online Retail,Mastercard,Biometric,In-App,iPhone,No,6-12 Hours,1,37.13,2–5 Years,69,61+,962.96,No,No,No,No,0,0,Early Morning (12 AM - 6 AM),Monday,No,20.7,Low,0,Genuine
16777,1628.59,Electronics,Visa,3D Secure,ATM,Smart Watch,No,1-6 Hours,2,12.61,2–5 Years,33,26-35,549.16,No,No,No,No,1,15.1,Night (9 PM - 12 AM),Friday,No,55.8,Medium,0,Genuine
16778,59.07,Crypto Exchange,Visa,3D Secure,Contactless,iPhone,No,1-6 Hours,5,7.18,2–5 Years,78,61+,597.18,No,No,No,No,0,18.1,Morning (6 AM - 12 PM),Monday,No,57.7,Medium,0,Genuine
16779,45.71,Gift Cards,Amex,Biometric,Contactless,Android Phone,No,1-6 Hours,1,9.19,2–5 Years,34,26-35,3165.49,Yes,No,No,No,0,27,Afternoon (12 PM - 5 PM),Sunday,No,58.3,Medium,0,Genuine
16780,614.73,Travel,Visa,3D Secure,POS,Android Phone,No,6-12 Hours,2,5.36,2–5 Years,44,36-45,2408.36,No,No,No,No,0,22.2,Night (9 PM - 12 AM),Wednesday,No,36,Low,1,Genuine
16781,106.43,Gaming,Visa,Biometric,Online,Mac,No,1-6 Hours,4,1.3,2–5 Years,24,18-25,3702.74,No,No,No,No,0,22.5,Night (9 PM - 12 AM),Thursday,No,40.8,Medium,0,Genuine
16782,67.62,Online Retail,Visa,No Authentication,POS,Windows PC,No,1-6 Hours,5,9.14,2–5 Years,77,61+,3477.12,No,Yes,No,No,0,18.4,Morning (6 AM - 12 PM),Sunday,No,35.3,Low,0,Genuine
16783,111.3,Restaurants,RuPay,3D Secure,Online,iPhone,No,1-2 Days,3,23.7,2–5 Years,21,18-25,4742.28,No,No,No,No,0,19.5,Evening (5 PM - 9 PM),Wednesday,No,44.4,Medium,0,Genuine
16784,18.59,Fuel,Amex,OTP,In-App,Smart Watch,No,12-24 Hours,5,57.45,2–5 Years,43,36-45,2216.3,No,No,No,No,0,33.5,Morning (6 AM - 12 PM),Sunday,No,45.7,Medium,0,Genuine
16785,121.29,Electronics,Visa,OTP,Contactless,POS Terminal,No,1-2 Days,4,9.13,2–5 Years,76,61+,5017.31,No,No,No,No,0,26.3,Evening (5 PM - 9 PM),Tuesday,No,63.2,High,0,Genuine
16786,663.97,Electronics,Visa,3D Secure,Online,Android Phone,No,1-6 Hours,2,25.74,2–5 Years,27,26-35,2114.89,Yes,No,No,No,1,10.2,Night (9 PM - 12 AM),Sunday,No,37.2,Low,0,Genuine
16787,40.86,Utilities,Mastercard,3D Secure,POS,Windows PC,No,6-12 Hours,1,60.72,2–5 Years,28,26-35,2171.89,No,No,No,No,0,0,Morning (6 AM - 12 PM),Wednesday,No,31.9,Low,0,Genuine
16788,102.16,Electronics,Visa,3D Secure,Online,Windows PC,No,12-24 Hours,6,14.11,5+ Years,26,26-35,1751.72,Yes,No,No,No,0,29.4,Evening (5 PM - 9 PM),Sunday,No,60.2,High,0,Genuine
16789,68.39,Groceries,Visa,3D Secure,Online,Windows PC,No,6-12 Hours,3,29.21,5+ Years,66,61+,4671.96,Yes,No,No,No,0,9.6,Afternoon (12 PM - 5 PM),Friday,No,17.9,Very Low,0,Genuine
16790,138.76,Online Retail,Amex,No Authentication,POS,ATM Machine,Yes,1-6 Hours,1,19.25,2–5 Years,43,36-45,10039.95,No,No,No,No,0,14.5,Early Morning (12 AM - 6 AM),Thursday,No,50.3,Medium,0,Genuine
16791,6.2,Fuel,Mastercard,3D Secure,Contactless,Android Phone,No,1-6 Hours,3,0.7,2–5 Years,34,26-35,1363.85,No,No,No,No,0,26.7,Early Morning (12 AM - 6 AM),Tuesday,No,36.5,Low,0,Genuine
16792,63.37,Restaurants,Visa,PIN,Contactless,Windows PC,No,6-12 Hours,0,21.77,2–5 Years,46,46-60,862.72,Yes,No,No,No,0,1.7,Evening (5 PM - 9 PM),Friday,No,23.3,Low,1,Genuine
16793,308.15,Restaurants,Mastercard,No Authentication,Online,POS Terminal,No,1-6 Hours,4,99.67,2–5 Years,38,36-45,2592.31,Yes,No,No,No,0,22.8,Afternoon (12 PM - 5 PM),Tuesday,No,31.5,Low,0,Genuine
16794,75.67,Electronics,Visa,OTP,POS,Android Phone,No,1-6 Hours,6,1.51,2–5 Years,41,36-45,1120.97,No,No,No,No,0,29.2,Evening (5 PM - 9 PM),Thursday,No,40.7,Medium,0,Genuine
16795,16.84,Streaming,Visa,No Authentication,POS,ATM Machine,No,6-12 Hours,4,10,2–5 Years,61,61+,712.3,No,No,No,No,0,19,Afternoon (12 PM - 5 PM),Friday,No,24.8,Low,0,Genuine
16796,33.48,Utilities,Mastercard,OTP,Contactless,Windows PC,No,6-12 Hours,3,2.36,2–5 Years,55,46-60,350,No,Yes,No,No,1,8.6,Afternoon (12 PM - 5 PM),Friday,No,34.6,Low,1,Genuine
16797,28.37,Fuel,Visa,PIN,Online,Windows PC,No,1-6 Hours,1,14.28,2–5 Years,32,26-35,5923.02,No,No,No,No,1,31.7,Morning (6 AM - 12 PM),Saturday,No,43.4,Medium,0,Genuine
16798,48.2,Restaurants,Visa,3D Secure,Online,Android Phone,No,1-6 Hours,6,3.78,2–5 Years,49,46-60,1716.59,No,No,No,No,0,22.8,Morning (6 AM - 12 PM),Sunday,No,33.1,Low,0,Genuine
16799,59.8,Online Retail,Amex,PIN,In-App,Android Phone,No,1-6 Hours,3,52.01,2–5 Years,32,26-35,448.85,Yes,No,No,No,0,11.7,Afternoon (12 PM - 5 PM),Thursday,No,33.7,Low,0,Genuine
16800,75.38,Travel,Visa,3D Secure,Online,iPhone,No,Within 1 Hour,2,50.33,2–5 Years,62,61+,711.01,No,No,No,Yes,0,26.9,Morning (6 AM - 12 PM),Thursday,No,32.2,Low,0,Genuine
16801,69.27,Travel,Amex,OTP,Contactless,iPhone,No,12-24 Hours,1,14.2,2–5 Years,64,61+,4111.28,No,No,No,No,0,18.3,Morning (6 AM - 12 PM),Saturday,No,24.8,Low,0,Genuine
16802,207.56,Groceries,Amex,OTP,POS,Windows PC,No,1-6 Hours,7,17.42,2–5 Years,38,36-45,2567.89,No,No,No,No,0,34.7,Night (9 PM - 12 AM),Saturday,No,22,Low,0,Genuine
16803,117.43,Online Retail,RuPay,PIN,Online,ATM Machine,No,1-6 Hours,4,11.7,2–5 Years,34,26-35,19962.4,No,No,No,No,0,28.7,Afternoon (12 PM - 5 PM),Thursday,No,9.3,Very Low,0,Genuine
16804,63.2,Gift Cards,Mastercard,3D Secure,POS,iPhone,Yes,1-6 Hours,3,8.19,2–5 Years,67,61+,1275.66,No,No,No,No,0,14.9,Early Morning (12 AM - 6 AM),Wednesday,No,63.4,High,0,Genuine
16805,58.67,Online Retail,Visa,3D Secure,Contactless,Smart Watch,No,6-12 Hours,4,3.19,2–5 Years,47,46-60,4753.91,No,No,No,No,0,34.4,Morning (6 AM - 12 PM),Saturday,No,42.1,Medium,0,Genuine
16806,16.04,Streaming,Visa,OTP,In-App,Android Phone,No,6-12 Hours,3,37.88,2–5 Years,75,61+,1031.9,No,No,No,No,0,23.3,Afternoon (12 PM - 5 PM),Monday,No,10.4,Very Low,1,Genuine
16807,373.7,Healthcare,Visa,PIN,POS,ATM Machine,No,1-6 Hours,3,2.68,2–5 Years,71,61+,1938.68,Yes,No,No,No,0,11.1,Night (9 PM - 12 AM),Monday,No,25.9,Low,0,Genuine
16808,27.95,Groceries,Mastercard,OTP,Contactless,iPhone,No,12-24 Hours,2,2.2,2–5 Years,40,36-45,1928.25,No,No,No,No,0,0,Morning (6 AM - 12 PM),Sunday,No,61.7,High,0,Genuine
16809,70.47,Healthcare,Amex,No Authentication,POS,Windows PC,No,6-12 Hours,4,0.96,2–5 Years,71,61+,3936.53,No,No,No,No,0,41.4,Afternoon (12 PM - 5 PM),Sunday,No,34.3,Low,0,Genuine
16810,607.28,Travel,Visa,OTP,ATM,Android Phone,No,1-6 Hours,3,10,2–5 Years,72,61+,1586.13,No,No,No,No,0,26.1,Evening (5 PM - 9 PM),Tuesday,No,48.5,Medium,0,Genuine
16811,42.92,Restaurants,Visa,No Authentication,POS,POS Terminal,Yes,Within 1 Hour,4,39.24,2–5 Years,28,26-35,659.98,No,No,No,No,0,41.6,Afternoon (12 PM - 5 PM),Saturday,No,54.8,Medium,0,Genuine
16812,70.37,Gift Cards,Mastercard,Biometric,Online,Android Phone,No,6-12 Hours,5,45.31,2–5 Years,41,36-45,418.65,Yes,No,No,No,0,22.8,Night (9 PM - 12 AM),Saturday,No,73.4,High,0,Genuine
16813,87.76,Online Retail,Mastercard,3D Secure,ATM,POS Terminal,No,12-24 Hours,6,13.19,2–5 Years,77,61+,1628.9,Yes,No,No,No,1,30.4,Afternoon (12 PM - 5 PM),Tuesday,No,45.4,Medium,0,Genuine
16814,22.63,Gaming,Mastercard,No Authentication,Online,POS Terminal,No,12-24 Hours,0,4.98,2–5 Years,72,61+,1394.58,No,No,No,No,0,10.8,Evening (5 PM - 9 PM),Monday,No,55.4,Medium,0,Genuine
16815,23.62,Online Retail,Discover,PIN,In-App,Windows PC,No,12-24 Hours,5,8.69,2–5 Years,41,36-45,4374.26,Yes,Yes,No,No,0,8.4,Early Morning (12 AM - 6 AM),Monday,No,35.3,Low,0,Genuine
16816,117.53,Groceries,Visa,No Authentication,Online,Windows PC,No,12-24 Hours,2,7.66,2–5 Years,27,26-35,368.96,Yes,No,No,No,0,0,Night (9 PM - 12 AM),Thursday,No,48.7,Medium,0,Genuine
16817,9.16,Online Retail,Mastercard,3D Secure,ATM,Windows PC,Yes,6-12 Hours,5,13.83,2–5 Years,69,61+,3940.77,No,No,No,No,0,13.8,Afternoon (12 PM - 5 PM),Tuesday,No,27.7,Low,0,Genuine
16818,124.26,Restaurants,Visa,3D Secure,Contactless,Android Phone,No,Within 1 Hour,6,11.14,2–5 Years,40,36-45,8336.72,No,No,No,No,0,49.1,Morning (6 AM - 12 PM),Saturday,No,17.8,Very Low,0,Genuine
16819,616.2,Travel,Visa,OTP,Online,Android Phone,No,6-12 Hours,4,6.47,2–5 Years,38,36-45,3968,No,No,No,No,0,19.8,Early Morning (12 AM - 6 AM),Tuesday,No,37.6,Low,0,Genuine
16820,23.29,Healthcare,Amex,OTP,Online,iPhone,No,1-6 Hours,3,13.46,2–5 Years,38,36-45,1210.04,No,Yes,No,No,0,10.5,Afternoon (12 PM - 5 PM),Wednesday,No,37.3,Low,1,Genuine
16821,16.69,Restaurants,Visa,OTP,Online,POS Terminal,No,1-6 Hours,3,4.92,2–5 Years,72,61+,813.74,No,No,No,No,1,12.1,Afternoon (12 PM - 5 PM),Thursday,No,27.4,Low,0,Genuine
16822,28.65,Restaurants,Visa,No Authentication,POS,Android Phone,No,6-12 Hours,3,6.03,2–5 Years,63,61+,1362.99,Yes,No,No,No,2,14.3,Afternoon (12 PM - 5 PM),Thursday,No,17.5,Very Low,0,Genuine
16823,70.15,Fuel,Mastercard,PIN,In-App,iPhone,No,1-6 Hours,4,43.52,2–5 Years,34,26-35,3767.47,No,No,No,No,0,22.7,Morning (6 AM - 12 PM),Sunday,No,20.6,Low,0,Genuine
16824,376.3,Gift Cards,Visa,3D Secure,POS,iPhone,No,1-6 Hours,5,0.86,2–5 Years,46,46-60,519.11,Yes,No,No,No,0,35.2,Morning (6 AM - 12 PM),Monday,No,58.5,Medium,1,Genuine
16825,98.09,Online Retail,Visa,3D Secure,In-App,Android Phone,No,12-24 Hours,2,9.75,2–5 Years,72,61+,496.6,No,No,No,No,0,15.6,Early Morning (12 AM - 6 AM),Saturday,No,26.6,Low,0,Genuine
16826,949.04,Travel,Visa,OTP,Online,iPhone,No,1-2 Days,4,57.52,2–5 Years,60,46-60,1422.6,No,No,No,No,0,12.2,Afternoon (12 PM - 5 PM),Sunday,No,36.8,Low,0,Genuine
16827,22.64,Groceries,Mastercard,OTP,In-App,iPhone,No,1-6 Hours,5,3.4,2–5 Years,44,36-45,3683.46,Yes,No,No,No,0,22.3,Night (9 PM - 12 AM),Wednesday,No,45.8,Medium,0,Genuine
16828,32.29,Fuel,Discover,Biometric,Online,POS Terminal,No,6-12 Hours,2,3.38,2–5 Years,48,46-60,2207.84,Yes,Yes,No,No,0,8.3,Evening (5 PM - 9 PM),Wednesday,No,11.4,Very Low,0,Genuine
16829,27.94,Utilities,Visa,No Authentication,POS,iPhone,No,Within 1 Hour,3,30.79,2–5 Years,75,61+,21841.96,No,No,No,No,0,33.7,Night (9 PM - 12 AM),Monday,No,42.6,Medium,0,Genuine
16830,14.48,Groceries,Mastercard,3D Secure,In-App,iPhone,No,1-6 Hours,7,24.09,2–5 Years,26,26-35,503.02,No,No,No,No,0,54.6,Evening (5 PM - 9 PM),Sunday,No,38.6,Low,1,Genuine
16831,107.93,Restaurants,Amex,Biometric,Contactless,Android Phone,No,1-6 Hours,1,18.86,2–5 Years,47,46-60,2727.87,No,No,No,No,0,5.6,Evening (5 PM - 9 PM),Wednesday,No,36.8,Low,0,Genuine
16832,114.48,Online Retail,Visa,3D Secure,ATM,POS Terminal,No,12-24 Hours,3,21.17,2–5 Years,60,46-60,211.32,No,No,No,No,0,5.3,Evening (5 PM - 9 PM),Wednesday,No,49.9,Medium,0,Genuine
16833,65.52,Groceries,RuPay,No Authentication,ATM,POS Terminal,No,6-12 Hours,3,23.63,2–5 Years,64,61+,3937.72,Yes,No,No,No,0,3.7,Early Morning (12 AM - 6 AM),Saturday,No,19.8,Very Low,0,Genuine
16834,45.93,Gaming,Visa,OTP,POS,iPhone,No,1-2 Days,3,45.2,2–5 Years,37,36-45,5640.37,No,No,No,No,0,9.2,Afternoon (12 PM - 5 PM),Thursday,No,38.1,Low,0,Genuine
16835,22.14,Utilities,Visa,3D Secure,In-App,Android Phone,No,12-24 Hours,3,12.41,2–5 Years,32,26-35,568.04,Yes,No,No,Yes,0,13.5,Early Morning (12 AM - 6 AM),Saturday,No,22.1,Low,0,Genuine
16836,36.7,Utilities,Visa,3D Secure,POS,Tablet,No,1-6 Hours,1,0.16,2–5 Years,57,46-60,1825.05,No,No,No,No,0,10.3,Morning (6 AM - 12 PM),Thursday,No,34.9,Low,0,Genuine
16837,4.46,Groceries,Amex,No Authentication,Online,ATM Machine,No,6-12 Hours,4,2.03,2–5 Years,67,61+,4476.53,No,No,No,No,0,28,Afternoon (12 PM - 5 PM),Thursday,No,33.1,Low,0,Genuine
16838,84.87,Restaurants,Mastercard,3D Secure,In-App,Android Phone,No,1-6 Hours,5,2.93,2–5 Years,78,61+,7865.05,No,No,No,No,0,52.6,Early Morning (12 AM - 6 AM),Friday,No,23.3,Low,0,Genuine
16839,43.3,Groceries,Amex,OTP,POS,Mac,No,12-24 Hours,7,7.31,2–5 Years,37,36-45,5594.16,Yes,No,No,No,0,43.5,Early Morning (12 AM - 6 AM),Tuesday,No,34.2,Low,0,Genuine
16840,307.19,Healthcare,Mastercard,OTP,In-App,Mac,No,6-12 Hours,3,2.53,2–5 Years,34,26-35,6340.77,No,No,No,No,0,2,Afternoon (12 PM - 5 PM),Sunday,No,24.9,Low,0,Genuine
16841,204.8,Electronics,Mastercard,3D Secure,POS,Mac,No,1-6 Hours,1,7.71,2–5 Years,77,61+,5095.84,No,Yes,No,No,1,10.4,Early Morning (12 AM - 6 AM),Saturday,No,48.4,Medium,0,Genuine
16842,150.66,Gift Cards,Mastercard,OTP,ATM,Android Phone,No,1-2 Days,0,11.81,2–5 Years,28,26-35,11310.23,No,No,No,No,1,0,Early Morning (12 AM - 6 AM),Tuesday,No,76.2,High,0,Genuine
16843,223.99,Gift Cards,Visa,OTP,Contactless,POS Terminal,No,6-12 Hours,2,5.78,2–5 Years,51,46-60,1997.06,No,No,No,No,0,4.9,Afternoon (12 PM - 5 PM),Tuesday,No,60.3,High,1,Genuine
16844,20.58,Restaurants,Mastercard,Biometric,POS,ATM Machine,No,6-12 Hours,2,5.96,2–5 Years,20,18-25,2667.67,Yes,No,No,No,0,0,Morning (6 AM - 12 PM),Thursday,No,35.5,Low,0,Genuine
16845,17.7,Online Retail,Mastercard,OTP,POS,Android Phone,No,Within 1 Hour,3,2.96,2–5 Years,74,61+,2653.67,No,No,No,No,0,23.7,Early Morning (12 AM - 6 AM),Tuesday,No,25.5,Low,0,Genuine
16846,109.11,Fuel,Visa,OTP,POS,POS Terminal,No,6-12 Hours,6,29.03,2–5 Years,74,61+,359.1,No,No,No,No,0,33.2,Night (9 PM - 12 AM),Sunday,No,42.7,Medium,0,Genuine
